FeatureID,RP_S37,RP_S38,RP_S39,RP_S40,RP_S41,RP_S42,RP_S43,RP_S44,RP_S45,RP_S46,RP_S47,RP_S48,RP_S49,RP_S50,RP_S51,RP_S52,RP_S53,RP_S54,RP_S55,RP_S56,RP_S57,RP_S58,RP_S59,RP_S60,RP_S61,RP_S62,RP_S63,RP_S64,RP_S65,RP_S66,RP_S67,RP_S68,RP_S69,RP_S70,RP_S71,RP_S72
Feature0084,84276324.05,78150645.71,66345169.1,81238810.98,76142969.48,76760254.87,93092848.97,72742856.25,75631184.18,109973032.9,109929327.6,100189286.1,81875624.82,108782649.8,112721461.7,104128125.1,127783203.9,168724328.4,251204952.5,257292177.5,164732042.3,272451438.9,361250166.4,201207385.6,193023634.7,67358633.3,97826548.86,95677257.57,72753824.86,259014523.4,99768362.54,131803096.3,302950864.1,197500653.5,153722763.2,181782881.2
Feature0083,182007465.7,114358312.2,122347286.9,165289544.6,478201176.3,146095646.2,101698890.8,154144518.2,215571611.5,153016038.7,242230382.4,161719510.9,144038530.1,132916759.2,213251634.2,94991093.76,126285879.2,238623893.5,115913897.9,203173403.2,83550886.44,159963494.2,170248911.4,115837419.2,112279062.3,284604149.1,164087052.9,268123674.2,232439121.7,94349068.45,119398634.1,152403570.4,112419136.7,96285178.23,271705032.5,156671300.9
Feature0082,29940983.69,32516762.04,36455714.04,57466746.38,30435474.83,37772515.51,44416222.9,60862299.41,55535404.39,42691765.69,36560370.57,35370165.75,38245331.71,35300749.5,34640868.57,33130360.5,36786064.76,40210185.42,58504738.39,60566807.7,19567740.4,20263022.93,21604304.27,12705507.29,15293177.88,10065042.6,9843910.398,60299501.51,6006214.139,10071783.71,6304212.952,6748304.084,8884858.474,10282254.73,17454519.62,15852522.66
Feature0081,51442642.68,47413109.65,47396200.56,82319968.88,75283427.37,78861456.89,79652046.87,63541308.72,65627756.56,80935408.57,68035413.71,78029838.07,84892817.1,74315989.76,72177947.56,75942192.35,66311434.08,61940766.89,78613057.46,60811348.15,18012434.42,23482325.19,21562594.2,20536170.51,14813546.97,13906211.97,13989368.71,25698031.36,17825866.65,22785896.79,15254225,16184624.89,14895261.58,20433224.63,28198141.67,30907808.11
Feature0080,56425447.56,65976825.97,55206136.66,53544710.15,59421018.28,55928680.1,62979516.24,57278212.96,43066454.47,44460956.88,61696940.74,29503978.82,39787049.91,44531899.81,50759604.8,45867369.12,41433792.83,41488099.91,51690660.04,52630280.67,21655294.29,26423540.88,22787739.6,24150375.43,21686534.16,16338868.72,11801390.25,17173429.85,11944149.72,25890811.67,18901331.11,21033047.71,29458167.12,25821912.72,20470444.04,29310707.37
Feature0079,23775664.08,3866292.283,9979301.321,15447315.9,13251122.53,16353766.42,9752242.483,6782559.389,29889426.11,16267977.42,4777468.776,13305684.43,5684941.998,11817036.3,19944083.49,9122377.918,19114204.55,12462305.31,12019183.1,7985081.585,10410947.32,128844646.9,117437965.5,13541674.12,5578147.37,12544261.18,9353296.772,15031460.83,6677200.367,6788646.668,13316220.73,13542552.72,15249303.78,13938790.28,9109742.927,8872279.084
Feature0078,1348513607,1421808111,1148677681,1385510209,1435637093,1409985097,1321037752,1115778739,1383576395,1171562113,1287681669,1356476711,1364192130,1151993167,1448164345,1185751074,1309167955,1148085029,1449845611,1143114248,1357824243,1276038840,1221132361,1243133962,1429154721,1370149651,1312956211,1420490766,1042435282,1082657387,1225434102,1314677410,1418889885,1209313709,1092516857,1278726123
Feature0077,98549534.91,77114799.01,83184351.8,88876108.49,124772339.5,98381505.65,136040805.6,117761392,120107811.2,136006485.6,160175149.3,115785984.7,96393123.79,96191243.17,171602829.3,74001626.07,141021595.2,69707992.41,139064957.8,151353627.5,79024302.01,147761911.8,98079017.95,95749095.68,118350942.1,214570183.3,149599636.3,132945974.9,129849395.3,109679869.8,73732101.42,97307305.51,118884860.2,82474413.28,76321253.91,114765950
Feature0076,53183325.81,62765255.52,49084806.51,49330398.69,56027806.35,53668051.49,63038766,51607214.25,37627336.89,41801042.08,55498959.33,31364365.04,38046665.82,41739278.14,43871086.1,43554060.98,40394256.1,39159245.34,50456020.44,50329532.17,20032881.32,27412583.47,23467782.75,23236329.37,20676379.71,17112201.06,11017559.75,17761292.81,9821483.433,23010189.91,18415217.14,19969726.24,24335021.15,21575298.23,19260715.81,27542494.45
Feature0075,260367894.8,233896210.9,262133055.3,371332824.2,514260756.2,268553112.5,269220575.5,303402987.7,277537994.6,356163095.5,504258701.9,242864740.3,263314560.3,213886440.6,393243799.6,194509584.7,290411983.9,195367210.3,196160372.9,348785133.6,282053143,313872105.5,249660479.3,212904221.3,170555831.8,238433782.9,200522949.1,434726892.8,265737098.3,307805913.4,184222279.7,166600468.3,229813048.6,190517663,184117930.7,189822636.5
Feature0074,141033685,121519880.8,193029265.8,245997341.2,257899443.4,158612416,163100746.4,170421374.5,151412613.6,133009729.8,225688763.1,184140192.4,133688400,122428957.1,220595342.8,125874513.4,189129379.6,127484629.1,222474078.5,215940962.6,288836284.7,334947832,187453858.4,279658918.1,109134126.1,90346501.52,208040048.7,223186904.4,215317207.1,126131103.6,123650097.2,129402190,106915449.3,93871253.87,129193916.1,97655977.31
Feature0073,85002258.16,74798523.14,107030938.8,123655871.5,124778251.2,70149265.87,86193819.58,93666352.02,87511544.67,78697126.63,129554248.6,107079784.3,64720953.68,58344526.53,86916818.42,51994673.82,63485914.56,67967783.23,58457808.84,18940453.42,5788897.963,8474817.071,104226701.3,14695356.35,76932330.06,66062216.29,111176489.7,76073257.56,59380992.79,87213340.38,63440061.37,78873924.88,76910905.39,76735607.83,44190125.52,45237783.71
Feature0072,343684576.8,368674369.7,299345742.1,304128175.6,348854474.9,340101222,385931130.1,333235524,245848355.9,251729804.1,340363935.8,149120104.1,239130582.5,254345127.6,268214594.9,254059706.5,211767466.6,231704629.3,305701068.2,288715906.2,104842616,140845701.2,122983790.3,118067138.5,109734343.9,82441444.62,68265831.74,91214765.2,47815600.42,119977482.1,80016984.6,104659491.8,143923388.6,122256336.6,104338237.6,133623515.3
Feature0071,53663378.55,60778036.72,55511985.6,42176284.14,50036709.14,44553408.06,43278964.13,47726746.77,43461953.14,42542819.01,52047941.82,42115576.12,41840729.61,45839915.32,43870052.15,39802009.35,47163816.6,43546184.96,46854947.75,45738160.61,36385202.96,38814892.75,39319658.61,36964616.38,45656580.37,33158361.51,24523605.98,32826563.53,35249095.35,56934837.05,46422590.05,46370366.71,49073774.61,43630147.3,44729243,52836379.86
Feature0070,31015066.2,35941145.77,54815664.02,52229287.37,58307340.87,60663881.42,68125849.1,61828884.13,62984355.97,72203270.12,61353847.17,56238610.06,55039558.35,63001928.96,56337178.37,50510710.86,65734848.82,67124868.94,68248424.78,70359702.1,25667245.87,31366321.82,33297284.77,19798354.15,29322961.43,29385622.78,24138206.96,24137889.89,81631898.48,14914978.52,10672829.58,13682412.75,15498955.64,24546454.93,36138774.41,42450729.47
Feature0069,256087260.2,319829087.1,302769904.4,337924443.1,367528202.1,282002832,428086723.8,315118326.2,557458158.5,564489489.4,625604282.2,534296981.8,499927977.1,558245031.6,494877614,447713314.3,569508538.2,495057456.3,608960329.5,499541975.9,234767698,276139662.9,291607554.8,259619397.5,252179803.3,243642541.1,162911187.3,262332166.8,92551381.03,159697334.9,85057550.36,97797940.63,110981556.8,50335958.1,245872097.5,300580207.3
Feature0068,122028011.2,150610081.9,141768355.5,133522649,147283628.6,223508808.8,192280431.7,237596302.1,194182321.7,215794400.1,218680341.3,220940747.6,202348826.5,182542470.1,218751745.8,222016369.3,222154138.5,157790911.8,247579805.4,211435825.1,75370429.11,98500212.3,82242162.25,96882215.2,105295966.3,70975483.39,54588184.24,35274188.89,46416092.08,101504697.8,45668648.82,53588464.11,40268935.64,76361656.34,126666688.3,171553240.8
Feature0067,124469987.7,138252836.8,156715423.1,212788622.7,120800025.3,169292967.7,166682860.2,189589897.5,178091896.9,159385151.7,149705462,123057276.2,151186141.7,120491402.2,129576871.5,131837669.8,141492952.7,152387834,177634545.9,223488325.3,66301895.34,82590076.33,67425138.48,55376121.63,61326564.15,40379730.15,30944649.31,194109994.3,38222224.51,43064992.82,30769138.48,31436101.14,50265701.95,44613692.73,67805131.82,80372471.49
Feature0066,117885179.3,126735347.5,94034852.73,93069717.59,110337600.7,156251752.1,121162965.9,113234753.6,295572189.8,303916645.5,376378537.8,310115367.7,318403075.2,363979620.7,337839588.5,387296918.9,232860533.6,172546886.7,214829828.2,175034864.1,84425992.22,113620082.7,91398671.95,110706326.5,58242116.53,73694172.42,60176178.4,67964557.82,59565685.03,100911869.8,84116213.78,106285739,24299993.39,48634662.1,64909798.47,91258994.55
Feature0065,117505270.9,148767428,136459716.2,142344179.1,153841042,157247702.6,150887576.7,133480159.6,264059933.6,253039258.6,289964180.1,282311407.7,277594451.1,271542392.5,230358367.5,234140354,220172040.4,176562012.3,203521627.7,194022244,129783015.8,142833285.7,137438063.4,147652218.7,159943545.6,166666383.5,128132238.6,174339314.1,170536841.4,170493539.8,163759518.2,170956134.6,107162181.8,142316369.2,137440388.1,186789580.3
Feature0064,43079157.25,41496632.54,34626119.19,40947921.2,53393976.26,36833629.67,36372023.86,37583577.54,42889180.32,37085321.36,71199322.54,51754942.16,44167344.26,43743921.11,43476956.31,38222151.46,45394531.9,37280136.52,62831302.28,54303664.21,33624427.4,37480626.57,32673452.44,34877284.12,43202460.63,41213801.21,42290340.94,41068206.25,42270716.82,42885607.77,37693353.5,32255646.46,47941407.41,36660833.56,29289781.99,37420363.08
Feature0063,12018249.76,11013794.44,14956531.58,15374897.84,10955941.46,13412445.17,12477555.86,20076767,11931656.49,6950877.161,11045933.67,9003745.48,9648366.107,9272499.922,9497217.858,9485319.928,10766910.26,15786014.23,11674148.2,13348275.2,23634396.15,22302499.2,22307513.59,22764741.9,29232581.81,21817691.19,23689600.02,18598425.25,20968597.74,24292300.38,35098864.65,42097910.08,45948760.96,32509656.83,20683192.7,19095733.78
Feature0062,183505244.7,170861083.3,151188552.9,182072721.2,227711180.3,208746826.9,207851440.4,202039753.7,173672824.2,172818374.1,227930147.1,165500411.2,180253926.6,201583408.1,206603301.5,146664594.2,222088141.4,152984857.5,347012153.8,283275171.7,189430663.6,261738412.2,244216681.8,217002848.9,268947756.9,303759297.4,213920489.3,272541976.4,230933379.1,263290818.5,226916647.8,252004819,268837710.9,224529911.8,204697586.9,245046377.8
Feature0061,104180069,105998313.1,82001133.68,94090289.62,154780363.8,146982971.3,170254541.1,131050953.6,77235919.18,113900003.9,112220907.2,100441090.2,118480293.1,102071747.7,128365458,68399406.74,158074302.2,72079492.8,262440715.1,166367467.6,126952292.7,220819468.2,152050018.4,145920462.6,234170794.9,206948257.4,185069961.8,174275099.4,147279454.6,164195854.3,148151053.9,182449465.9,233457937.6,171890685,178126108.9,186057152.2
Feature0060,34187779.41,29732890,28881403.35,25137588.35,52479955.09,42051711.04,43922867.59,31799350.45,28250344.53,30466239.05,23476641.7,22692969.63,34889032.04,27372824.15,35226911.19,21471080.83,50879699.9,21605540.46,58561941.42,40701907.45,38260295.12,68640008.16,36995024.83,31755602.91,70664749.51,71748222.29,61069730.93,34515214.29,37581841.93,33678062.38,31683324.56,46183950.03,63170773.34,59368256.38,60145407.36,65238353.47
Feature0059,24201570.08,31401875.3,24040416.72,34753484.28,29986314.58,29679584.81,23624843.19,23413563.19,32738644.23,29369625.25,34872331.63,36273014.34,36219096.99,32549926.54,31487460.62,29807224.28,21925317.5,23155807.9,31535422.27,38774216.53,25687089.35,25669920.61,22321281.31,21849255.46,20466814.29,31071630.87,26866492.15,27555052.67,27138765.7,26146449.86,24272072.93,26108767.5,26307455.47,21326091.92,15906693.91,16656983.65
Feature0058,72699572.23,79823784.6,63867880.27,71596005.99,121299927.9,84770534.64,102819856.1,78188895.67,120772305.4,104334129.7,126829418.2,95879398.27,88954782.19,110238830.8,121765737.1,104079326.4,95824662.27,59705257.33,124027402.1,101433997.6,59247651.64,92573751.74,66653896.97,104404686,78958639.99,78645311.33,102427646.1,96425379,91818052.77,99709832.18,107005764.4,75316026.41,90298366.23,86558196.88,53431218.51,86627590.45
Feature0057,93859165.55,112543419.5,69450817.49,248703085.9,129504158.7,110832732,147484526.5,157327344.1,222336489.8,107670397.9,282148835.6,213802779.9,150461546.5,159729598.9,144098274.1,117214882.4,115509823.4,98774037.92,141437470.4,194450349.6,114367376.4,134651957.8,91865406.52,116950589.1,73530698.6,133018156.9,133596010.7,262961568.1,144987520.9,69864095.79,100922178.7,76608827.34,102771288.3,81128945.64,69809197.88,69734393.42
Feature0056,17991483.62,21455528.56,19197097.32,23842338.81,19994295.15,19410872.26,22523861.3,22052691.28,18841635.84,21685025.48,22985145.58,16346827.77,18196072.06,19104814.18,22802875.63,18851017.5,22140616.64,17290757.71,22864773.03,21988552.41,12592161.24,11924460.61,12917632.48,10896939.16,10346927.9,7414929.573,6444153.749,9130509.911,2079148.021,3046313.275,5679008.546,7548874.087,13433436.99,11255914.83,10195785.36,11101484.86
Feature0055,8265129.116,10344011.5,14352867.86,12522672.44,9201786.917,13185275.31,20225494.52,10896890.37,13244188.61,16170106.28,19532906.09,16659019.22,11131886.36,30800976.81,17747312.47,19574020.3,18028503.72,12347005.49,20652696.91,14410270.68,9186243.221,7124130.921,11503172.85,9535644.464,5602328.632,7920669.478,5010419.592,6540001.259,868843.9446,1124105.352,862001.4134,888042.9649,1123706.605,2910055.829,6084096.558,8799763.191
Feature0054,141764487.7,157026645.3,138577397.1,157569343.6,167766449.9,236941976.8,166879867.4,124413938.7,359677814.6,353553939.9,444694068,389356087.2,319743283.2,378906943.9,401034353.6,369936196.8,329647115,283292801.4,379283697.8,274753343.1,178085219.1,198375673.5,176631295.4,154391355.1,173298839,193788217.6,143962047.4,162943422,81662297.41,124575524.4,93642031.65,81229233.81,33571048.72,74338838.18,121931448.1,152111902.1
Feature0053,240342088.7,254182749.4,222365388.6,222065241,244055595.8,332424832.3,293712948.9,249489822.4,682221410.9,683365244.3,861501469.2,749391531.6,747850046.4,815733109.1,842639878.3,751456197.1,726861079.4,609729848.3,694663760,573798093.2,173365288.6,244242137.6,217256150.2,188267752.8,103822986.7,115084435.4,103793327.8,132697730.6,27111418.28,39643417.25,26539748.59,34910347.45,28919741.65,128256676.9,222840863,260706054.7
Feature0052,9503228.568,11862141.42,10691782.24,13120286.63,12101375.21,17206185.91,16435471.01,11221284.81,17224615.72,18282930.56,33274576.36,18437817.93,18040138.84,18846824.84,19230164.31,18036850.25,20397431.03,12967887.23,18169874.61,15586885.68,3771688.039,5141370.151,4675084.672,3939446.263,4020094.679,3415520.615,2986420.493,4588644.745,5706632.028,6471852.132,5017489.539,5646812.804,7778446.361,8734306.061,6649728.132,9986264.834
Feature0051,98866297.67,73114304.67,77090904.38,109735908.5,87986456.18,79927622.74,97057696.84,102421601.7,105918050.6,147039518.9,222292215.5,107937135.5,84089880.27,92246198.2,224407872.3,77394409.87,181384938.9,95134032.01,174876159.8,182015903.9,42974700.69,181877808.1,121854145.1,101438040.1,101216945.5,319366255.3,138766471.9,191545217.6,124730301,137614215.1,41494630.16,45370124.58,104620528.8,43497689.45,41299046.47,54400977.01
Feature0050,587646051,447897338.6,490279915.9,658803865.4,690520786.7,466083295.3,590278452.4,720252446.6,637232503.5,849297010.2,1027501035,679033099.4,494793968.7,537684927.3,966381589.3,500488260.4,848040699.4,466917966.2,1164602279,863738245.6,436602485,880867200.6,648977635.3,584109864.2,643796630.4,1436952528,919256345,935474798.5,810561880.2,695809590.9,457826151.9,509391509.1,587608398.6,439073423.3,419991677,521693986.6
Feature0049,443345750.6,387840896.4,475180714.9,456683668.8,655879395.1,400459575,566707541.4,513307456.6,589166037.8,706627387.1,765259422,642952634.5,435049257,577128064.3,774791437,438429073,681428818.5,313456273.2,1233888502,494842178.1,402441661.8,606960509.8,350917217,456757980.3,481678147.1,888764127.9,816002673.5,587567066.7,639034930.4,432156169.7,307676602.3,456744758.6,582887356.4,404810531.5,385141819.4,473645736
Feature0048,369352992.6,314207409.9,320319166.9,391311721.8,485166888.8,367391466.5,495284747.3,486897055.1,494886670.3,508212208.5,561266032.9,446587903.4,388746886.2,364349224.3,575994473.9,278019094.2,472402892.6,257322220.6,476589812.8,543374351.1,326043556.7,528688976.3,358898826.4,360750499,438712365.7,752453314.4,555514542.9,548777053.3,532428876.1,423957036.4,287368451.6,353144665.9,440641235,314715168,309552087.4,414567062.2
Feature0047,1210888308,1314952792,1235906570,1029291191,1157122310,1272630731,1082146519,1102612352,1384959791,1373569308,1363791147,1399735271,1406063156,1409405656,1417129260,1352613449,1351444991,1140066741,1266424895,1213222258,1012774203,1197942924,1034622579,1163397308,1156067159,1106491172,940239856.1,1117238705,945108843.6,1047692766,955830828.3,1068648587,973261810.7,1009549359,932004836.7,1135414310
Feature0046,68322999.41,62541934.82,69827564.95,69170442.12,98754343.76,66869295.2,82055603.62,83708047.02,85809304.88,103935526.7,114575077,95099095.92,72228181.33,84664482.57,111920840.9,69907875.33,107720210.9,61536599.82,138302804.1,100120712.7,62891394.58,87367714.45,59162849.51,68127690.86,80812424.27,141221627.6,111632389.9,98000298.16,92343429.34,77735115.81,54807547.35,74189201.78,107144382.6,62232396.46,60527915.85,73878869.05
Feature0045,281311219.9,257802975.4,246118280.7,279191772.6,381806838.7,316090537,400171714.4,394313977.3,350075009.7,444561354.5,450476461.2,337960258.1,308585836.2,316261857.6,490323992.6,238714327.2,383157489.2,187163869.1,395406464.4,412666987.9,248703966.8,415666058,302673117.9,299969897.4,386031663.2,520633745,382439090.7,428795103.7,366813791.2,353813498.1,261899664.8,303138457.5,374966174.5,261717293.9,265071527.9,333954266.2
Feature0044,92440.5791,48139.8308,114847.6267,66471.58331,76379.13611,66950.809,78752008.95,162415.8287,1799724.933,156408.0452,71947.57754,3671943.362,8730360.1,126445.1056,227747.7462,66533.32821,23926566.6,1330330.473,129628.3198,3439717.054,123062.6096,1161734.21,124012.1544,194124.9437,96590.53683,582924.5095,429170.8202,120256.921,139876.4519,110548.5058,77793.98866,248685.7395,141918.4855,81046.06088,269340.8804,61189.03752
Feature0043,33947300,26668125.34,28469555.25,3264654.847,11801498.91,4053417.004,2679171.865,6345903.997,1264897.567,1232431.86,1651744.827,1249395.131,1456980.1,1323542.728,977313.0448,1156317.76,1159393.772,1842725.67,2183521.1,1144533.632,1024061.175,886327.5058,939271.0538,821252.5419,672760.7051,973421.7994,577950.7211,655266.2952,392940.7273,368704.8334,323204.2448,325792.0071,501196.6583,463039.0235,404734.0995,602093.8211
Feature0042,565860069.6,483835056,467189788.1,423250225.3,515743805.6,487682561.9,540591235.6,473423111.2,503195451.2,511806881.3,621783590.4,528919613.3,549642364.7,578165354,622139566.3,554110676.1,560924184,523878844.1,543793222.2,563225805.6,534521176.7,590258498.6,569654724.9,508677736.2,569277927,582393370.6,405252095.4,431995013.8,316699371.2,638152383.7,329151869.8,279912402.1,266563307.1,308933185.2,356119959.6,427578250.5
Feature0041,89158376.64,83715996.39,81573625.15,90081596.08,119166056.1,101962707.6,121778977.5,116189796,117018205.5,125129480.6,141604107.2,112082869.8,99987923.77,101782257.2,146782256.4,80632248.73,122653350,66826144.92,134924319.8,133814770.4,79444671.22,120054832.5,87213416.77,88504502.83,123857768.5,163868573.5,125648413.1,123096747.1,114047632.1,99444934.37,80662911.15,95447357.5,124790061.8,87539795.05,83938946.27,113258408.5
Feature0040,37201457.19,28776357.37,30328064.11,39221945.37,48379958.67,31377974.44,43103642.18,48238286.88,49847963.23,66148032.9,74899395.68,53857987.31,38638415.79,37594700.65,67864495.99,27177373,52316683.86,23887072.25,72729186.72,46778870.28,28917034.08,69667256.05,30949994.3,37899406.26,51515799.91,111693911.3,81917020.32,86400528.48,75661182.18,57698500.34,25781931.49,31064685.68,38379246.23,24292617.05,26562186.6,43852084.57
Feature0039,34390024.89,30346471.91,29440555.83,36524417.28,43529046.95,29477559.67,39501076.23,41551290.91,39496133.19,45664191.74,54367867.82,46626054.28,38782050.5,48866885.48,51876703.94,38321923.37,47954546.63,26847901.11,60866759.86,63915909.22,36383978.86,44388913.34,36686426,36010414.76,41605902.49,75872179.82,59764338.29,52184638.5,45878133.15,38169149.28,33638351.23,34830115.1,42491579.3,30730172.78,37080050.15,39126806.8
Feature0038,105083252,95948662,88146634.63,107954567.2,124643084.7,108406410.6,131411887.3,142370085.4,125318593.2,142661867.6,156463285.3,127117728.4,104250571.9,106876266.9,163780018.7,81573114.93,131009342.9,76231854.93,135293574.1,160754958.2,94022498.43,143510237.8,98816219.54,108276979.6,143527420.4,199448507.1,146037132.1,173358851.6,144851393.2,138482304.7,106236244.8,110791627.9,138181378.9,106629584.2,92875142.21,126920909.5
Feature0037,33796892.87,23537074.63,26105792.67,43422776.11,47902227.44,36253182.44,55718877.46,70715716.89,51615970.82,70431462.09,102330935.9,60198282.92,44024620.68,38730838.68,80777350.61,42158458.66,80599781.94,39363773.44,89246836.92,80475743.62,49165385.94,111715198.6,67279206.35,72647726.89,71534034.16,165512589.8,118961471.5,102629334.4,102345322.1,81747200.02,45497055.41,51714169.62,73686776.97,38378150.12,47414074.37,65499238.39
Feature0036,40604202.84,28989810.91,34691874.39,52605466.57,60320466.88,39970839.7,53881053.39,69430737.82,63164403.31,74717394.59,105079619.4,66231287.1,52355873.3,49806199,65710052.19,44406833.74,77874267.35,44197852.44,86246696.65,89737867.42,48696115.16,116986278.9,69668100.76,72416163.02,60574209.07,189428061.3,116497524.7,113783807.1,121611216,79593189.42,54939250.53,53534309.48,58772327.28,44233951.6,45259620.43,51761220.74
Feature0035,275636159.9,314641730.8,337363941.9,268788103.5,236446941.6,287819926.1,268117164.1,238382453.4,754324785,776356569.5,846732340.4,848565689.7,688539395.4,768011177.8,756561398.5,735536163.4,654626150.5,509839984.8,608537682.1,487371249.1,551043058.2,553553778.8,585961007.4,515525185.7,578935691.6,570072029.7,507015197.3,562736653.3,419125612.9,461816620.2,416739481.7,412369034.9,218524607.7,275511943.8,324431421.5,342557073
Feature0034,380875830.5,289263950.3,316184642.8,438845704.6,461334192.2,302925821.6,391696433.8,480987336.1,415502621.1,571564774.9,695934182.8,437949795.5,316135451,347922268.1,650889772.9,313794250.8,555803451,292079197.9,773569274.5,575051088.6,277085622.1,573571019.5,419523223,380193817.2,421217454.9,974468731.6,602479727.7,611655402.2,530105438.4,444052342.5,283797267.3,319428429.3,374319517.4,283913753,265226852.5,330359669.5
Feature0033,52941078.79,31243028.39,37749612.06,60358298.29,66326149.47,28731883.92,51262010.34,115008926.2,86862223.95,93842054.32,180850999.2,64828015.11,43078829.25,41404349.42,92905767.16,43911420.07,74106123.81,49941884.07,55422539.78,140769558.2,85200501.96,159337622.8,97732127.66,72946149.77,68134918.39,285907113,134932440.6,207049476.1,143541674.4,101598547.1,46872672.7,47153164.97,64985302.26,37948200.55,39037114.64,47441845.5
Feature0032,88721508.76,65221873.69,69036417.88,100851575.9,81195969.69,70929957.71,89127589.25,91832027.17,97370225.53,136333120.3,159486178.4,93463915.07,75496912.93,81969743.06,164468401.5,68863833.98,129205016.3,68628374.62,161788709.6,136972704.5,36506505.14,135667726.4,92236754.41,91274426.79,90957669.44,228613003.8,126195463.5,143832272.7,112190976.7,103073165.6,35561266.23,42677515.96,91289822.94,37457607.28,34359647.7,47827648.24
Feature0031,90416195.64,82036306.56,84053480.17,83334657.53,132101060.3,85366115.67,124925685.5,107106809,121208096.2,118591173.4,127104681.3,114517574.5,95507121.64,96107134.55,175438418.9,76145272.27,131161528.9,69732302.93,161376714.3,108665665.1,78637676.55,111591430.6,75507916.32,89063122.1,104978295.3,181608116.2,163419822.5,112047545.9,144797582.4,95241499.54,68248548.08,98447261.85,115639622,87420240.66,72041018.52,95578191.29
Feature0030,45868903.21,36993393.02,49095953.28,44246938.73,68103754.04,46338112.96,68448263.39,45410566.81,58932505.44,73120569.98,75900222.9,51964162.89,45706549.41,49838843.8,110681830.6,40610688.23,70601852.09,31860105.72,108101117,52933305.67,39673039.04,62448850.19,41093610.81,51617863.96,43617490.75,130512504.2,86664491.19,59249405.12,64984425.7,50039454.89,29415792.29,45387533.45,54153671.31,42562147.92,33963876.39,47340872.14
Feature0029,38019655.37,39716069.5,32757550.54,37642452.84,40958037.37,46303321.6,42599470.89,37388015.23,41584226.37,46060814.94,62408421.4,45062826.87,37006849.2,43831673.57,47726369.9,48021451.43,42429134.02,39059276.61,48564370.94,46922936.87,43743424.51,35835629.07,25968217.9,25836549.99,39916945.99,83748091.28,42914654.36,43942101.95,37555440.16,36847199.12,26706153.26,35323387.28,58439740.17,34320694.04,28832626.18,42942352.86
Feature0028,14513323.35,15348072.68,16181247.47,23336624.4,18437241.62,22411598.71,22271173.61,19155514.3,52152576.31,64989280.72,63511669.01,56299184.62,53307394.57,63992609.14,59703487.08,59602622.01,64822437.59,48522716.54,75295662.24,55237443.68,49674512.23,46493200.89,45396445.46,40000511.53,44810472.52,42580401.04,38743216.44,64869421.2,7904060.322,13209564.18,8296530.644,7778727.625,6559648.428,10251330.5,28486439.87,26322341.34
Feature0027,1410466.607,1779995.398,2082616.262,1862972.561,2198195.469,2039964.895,2461356.954,1981098.948,2071251.242,1818272.071,1935796.029,2234639.338,1954800.875,2033287.485,1924370.422,1789202.613,1608229.42,1636678.748,1862532.315,1899873.343,1905545.243,1932176.121,1550728.468,1616497.783,1538697.215,1835750.735,1143563.768,1524867.034,1429465.454,1391236.913,1489874.809,1312522.021,1173556.461,1812673.083,1402892.978,1697968.878
Feature0026,145990779.9,161112675.5,153330433,148738338.4,181082593.4,143272695.5,169347084.8,348826450.8,190248863.9,236979265,273579537.3,184832890.6,140723154,201901823,308937781.7,130087566,200187680.5,128675692,163211085.9,256721098.8,136689131.9,153808046.8,151421695.3,181924956.4,179201772,232343874.1,169826466.1,220971055.5,267813394.9,227635668.5,172330428.1,140522211.5,215157565.4,141467294.3,106806449.1,191468744.3
Feature0025,27911649.36,36628442.63,27020618.56,26619624.5,37487800.36,36148543.38,32830288.08,28740526.85,59297044.75,80201893.75,69666412.32,68136424.74,75478799.08,67999509.14,73871975.39,74025593.02,61751892.99,52884224.38,68993498.79,65100560.23,88462632.5,79456772.54,92963384.11,67278329.41,69627660.21,79126337.94,57990380.11,99587052.68,28846260.38,46662707.34,31093151.48,20256993.91,6656806.448,9188686.725,14649995.61,15697018.11
Feature0024,18325928.66,38976955.6,18906577.4,22754118,26927228.51,18357859.48,26392278.09,20185490.94,46746980.78,59079180.87,47962144.14,46258506.66,50305160.25,41699659.82,53208565.1,45076461.74,54710348.74,49283629.52,93372098.21,54891893.05,92711557.03,152469356,102730538.9,106204880.6,125302389.7,143717746.3,100249816,138341021.4,25749496.44,39178403.17,36558436.33,27932913.18,22946367.39,37257817.72,46297125.85,58719130.29
Feature0023,255979554.2,241324518,190921403.3,243324840.6,265232408.8,270794128.6,248352329.1,236561203,207149919.9,189376019,225785576.6,199234226.2,205420075.8,200722571.7,239745208.3,195684843.4,238209574.5,217420114.6,262235653.2,240351767.7,143509146,154075425.3,146344046.2,156449437.2,127250722.3,169303500,119474600.7,173779484.8,77676159.52,118187164.8,101681680.6,93485100.65,109473093.6,123862843.9,125872597.3,166567757.2
Feature0022,94716439.79,98477180.21,81414604.88,102397053.7,95974495.44,96217023.95,94196426.17,77530837.77,90502258.74,78592409.98,89025906.3,92891425.31,84513019.69,95604326.06,95534070.23,77455133.62,84389700,73314042.57,95085902.29,75622538.63,87234801.15,85471594.09,87173173.19,79960526.65,91175464.54,94785732.05,92967058.48,93230277.02,74250923.65,76722588.45,84887982.63,94062413.4,96953899.11,81578712.77,73795806.22,81119143.76
