FeatureID,RP_S37,RP_S38,RP_S39,RP_S40,RP_S41,RP_S42,RP_S43,RP_S44,RP_S45,RP_S46,RP_S47,RP_S48,RP_S49,RP_S50,RP_S51,RP_S52,RP_S53,RP_S54,RP_S55,RP_S56,RP_S57,RP_S58,RP_S59,RP_S60,RP_S61,RP_S62,RP_S63,RP_S64,RP_S65,RP_S66,RP_S67,RP_S68,RP_S69,RP_S70,RP_S71,RP_S72
Feature0209,37160259.59,42026245.64,35049115.59,44602773.98,55758725.73,39045381.21,43205948.32,42760736.42,45245991.37,47474454.88,47345465.08,51245824.95,44703825.27,40562860.65,55542018.5,28306824.35,47767348.94,35636033.8,59151753,45354516.33,36041795.29,50675838.51,46288858.64,39376206.58,37507044.48,54996532.07,44911132.94,42917746.82,37882596.79,32522510.41,28638146.48,35296622.41,41261593.83,33294894.56,36631188.66,35134386.41
Feature0208,26325457.78,26981134.52,17225239.11,23420791.6,26844063.56,21760827.35,29799745.07,20711464.15,101463478.3,104220982.2,99693111.76,124422955.4,89234184.55,101069689.4,106238660.9,98910885.17,90409566.29,60904067.27,84153092.95,55438469.49,40349907.16,35295488.78,43089480.95,32382414.68,29757220.57,34869818.23,31208439.15,52027849.37,13216788.39,12885447.29,9000212.081,7267817.301,2539977.069,6045465.41,15050649.02,16128759.69
Feature0207,95769853.03,106034386.3,85920543.47,95818455.37,95974029.03,96945499.45,100421545.7,93932229.36,106120613.3,99363343.49,115957833,114858125.9,107072895.2,112615959.1,110811033.4,101315173.7,109863226.5,87660816.42,106779761.8,96892540.31,61895593.66,56010885.12,59072917.61,61549453.12,55111094.6,60903163.18,50848928.01,57845420.95,64095629.4,70412073.77,64808399.14,62927628.86,67448299.65,83194655.02,61270545.77,75103829.76
Feature0206,26928771.79,33409309.07,42261840.08,27734482.69,32811234.9,35008001.63,41700821.36,31457158.21,39936732.39,55879985.46,62657683.66,44227764.45,39316732.94,45714052.21,45419655.21,46590837.23,61604672.3,48609806.15,72387769.92,62958640.8,79323504.78,86028854.86,134892537.6,128103799.6,167279089.7,83021319.76,69132210.58,83686378.4,55123989.01,60377277.85,56255215.99,43685226.29,35212340.21,45446245.51,68892010.75,84087878.54
Feature0205,64086931.36,59890403.26,57195903.28,108765357,62138248.76,70970701.75,64976059.63,68983557.52,88380019.83,88520067.03,118130171.4,115698723.3,87101740.57,123093542.9,99687394.18,68821978.18,107067751.1,55716323.98,67601724.45,112457761.5,61868349.78,63917782.66,59320504.18,60620012.12,63278610.58,126283608.2,63747395.5,87030429.73,113836044.5,76566835.37,56665384.2,59411072.54,109472193.3,63844257.85,55920452.49,63152499.17
Feature0204,56706556.02,50100616.53,47589928.59,54683145.53,74495738.28,55878656.72,44557567.1,48738766.16,55725715.7,76636812.61,74222119.48,83781311.94,56627045.57,60982953.91,84412216.43,56134142.67,46114111.21,60688277.35,75960500.84,61161531.91,55583557.84,58949687.71,52103676.76,57296408.89,57414003.27,115473630.8,49992616.78,87381117.13,39649771.34,38778447.3,35663469.87,47335966.04,54433399.28,49107783.63,41898950.21,59849976.84
Feature0203,201395619.7,206768454.4,191208035.1,174973533.7,210318887.4,210342044.5,182803861.8,150099161.3,146055983.4,139236545.2,138166497.5,133415054.2,145168088.3,153850458.8,172076068.6,128554811.9,143152426,138041570,167371387.1,144831455.6,172186687.4,158594336.6,153872410.8,135055903.7,149901005.7,137682437.8,136726100.3,160616527.4,78114988.33,84643399.41,141721242.9,152119220.5,177722074.4,163761982.6,138822083.3,151171884.6
Feature0202,28630595.51,46589201.31,28131352.47,45706114.17,60428036.58,33964607.99,38962052.82,23656252.18,34412891.14,34611231.58,28877774.82,23877718.67,37211162.78,32570557.27,33485954.47,23140061.99,28235955.68,33790596.65,89861820,29837620.43,6224089.751,9181894.178,4071357.495,5501631.143,3181856.36,8517631.929,3414976.148,3517137.233,19187157.76,25975879.98,26261460.1,33427625.82,29478520.68,40639458.78,10913399.46,15276571.31
Feature0201,21153286.98,23126432.48,23385183.74,13735636,16724449.6,20133169.4,17167146.26,15031462.48,15057332.6,14363619.4,14936104.11,21546861.51,21559779.33,15433717.63,17942245.81,16900179.27,21336291.8,14078829.61,21406550.53,15834716.77,22407894.93,18794286.81,21931025.05,24474552.35,18948155.17,20375614.24,25308309.57,16848400.32,18587473.94,73332729.96,19803167.07,22183549.46,25196711.29,28882129.78,22889858.12,22234228.15
Feature0200,27696603.91,139678239,169020148.2,50927171.09,309435576.4,234666934.9,1302443088,284295030.9,25740969.18,119342574,89796966.19,190139509.8,117941792.6,77240702.7,227864141,57959323.12,321329668.7,29694767.92,143321313,39110040.59,62848665.84,80027893.09,63357653.57,100628610.7,12471271.46,46422709.8,20439646.99,20810399.14,239007550.4,24301448.09,11879906.46,18518183.58,8336118.183,166848170.8,22571338.59,29117890.55
Feature0199,10114476.43,9270366.529,7934969.891,9937419.28,10005842.66,6737992.045,10056603.35,9421593.481,9448839.26,8643388.008,8398875.929,8952378.122,9665789.276,9334438.952,8665763.809,9563525.361,10633774.04,9212415.014,9393059.575,12048788.49,8724338.609,8613035.666,9173345.022,9256935.218,9228663.267,9710978.084,10307978.34,10308658.92,10535046.09,10684525.24,8924009.128,8682669.978,8506148.457,10888219.4,9240501.238,10313291.77
Feature0198,20028924.07,27894786.16,11780105.28,239733279.8,225290539.8,14414108.71,22570837.76,31475889.25,12016378.61,12897808.63,32034789.59,11035682.85,39161338.75,12608809.17,12449800.56,21431281.72,18181124.71,29876199.8,23821082.07,37380435.93,15516386.46,18298678.79,21873817.69,30111005.98,15561028.52,28622008.71,23623295.19,45536815.4,19549031.69,41644559.53,32154782.27,44258400.69,21554416.23,13825014.36,20911762.46,34166555.02
Feature0197,126367362.5,119113921,95521136.73,123701483.6,138151517,139291461.2,138643624.9,129807674.2,132920929.7,150992458.3,171481193.4,139131363.6,140343335.2,167061769.9,147663353.3,130249325,143048229.8,102973138.9,172222921.2,177856577,118173795.6,126101602,130957524.7,115693413.8,135676278,177859368,115843301.9,143700645.3,131576443.3,149150880.8,121356151.5,136912863.8,155325330,129392628.8,114255140.1,131195625.5
Feature0196,13929732.57,9867189.212,9709389.542,6969948.077,9116364.468,8205115.899,8888382.831,6966904.175,6825476.484,13415117.28,16989944.52,14456937.94,11195677.84,15214083.06,17408509.23,8867560.935,14612828.39,17233794.84,18986615.66,28501133.82,34518955.83,44283357.7,68982565.95,43528319.99,30481613.06,13140942.31,13345988.73,18249923.26,16668779.36,40175921.04,18661288.66,26344770.18,62829502.66,51200070.05,22160187.89,30228765.39
Feature0195,660033849.1,602465581.8,647893267.7,742583964.6,699599817.7,685080172.8,664542066.9,646816928.1,747490303.5,715276119.1,748595914.8,781308440,712076136.6,788440130.1,870469803.8,647071040.9,693192059.6,586961474.8,670820134.9,834378075.7,539036159.6,642443521.8,570855992.3,557726521.3,630591171.4,654786107.2,602931719.6,629958245.2,677557889.3,618534036.4,619490273.8,663236250.5,699937948.9,663948565.9,570176314,587934272.1
Feature0194,56287398.69,57423097.31,55173062.79,66339433.01,60618501.13,78923222.1,63251543.5,62142859.84,67250338.76,60732898.62,61520467.79,79592877.3,85584646.53,77688049.9,74391522.09,64126470.42,84170264.27,60318708.88,62675643.47,81194355.28,59359729.37,55297735.2,51458665.95,47646027.91,57269671.83,60471356.52,56288934.93,43676101.4,60577559.72,64463943.6,97276827.96,115047670.6,69496634.6,64355513.35,96796942.48,58408986.75
Feature0193,146377833.6,274063644.2,215631428.2,285828611.1,233494670.4,315861565.4,296002394.1,244227890.7,310792826.7,201327557.4,214343582.6,309135388.6,331183513.6,426119637.2,311070204.5,215670823.8,145457863.2,301128275.4,140460237.5,259498470,243490721,274068124.8,183431363.9,188057528.8,264642361.3,172477162.8,220330638.1,176065603.8,201244594.7,220858747.8,203446854,286096374.6,246409549.2,268762480.1,204248816.8,145233267.2
Feature0192,52448573.12,54365569.33,44659904.08,51869360.9,61484764.87,55088015.88,54408729.88,66198133.2,63525349.26,59615148.82,74092591.44,64152737.5,60540498.58,66345038.74,60491447.69,52301447.51,52452877.81,47632782.52,69201189.61,64367992.97,54703017.74,52113684.96,52047269.92,51099354.17,48119763.6,69723226.17,54082738.13,65535889.25,62997521.17,54844547.23,54518373.16,49316528.94,57034110.01,51899430.02,44934748.77,52703615.36
Feature0191,445349521.8,409919202.4,381411879.9,366346229,468826615.9,395153386.6,395712920.4,325433271.8,365469225.8,343656882.7,407429380.9,364556535.8,366644011.6,405983839.6,395962089.4,335858051.8,382943712.6,349309982.7,423379324.5,366930712.1,417101266.6,422779789.2,412630462,398827233.3,333586564.3,367958779.3,339001599.8,375352494.7,250019724.7,259118564.5,290161054.6,307497787.2,376703183.7,326723240.1,280647254.7,339998477.9
Feature0190,1574054.488,1479529.055,2228971.41,2332803.881,940263.2168,1609711.945,3167598.121,2290007.008,1591971.131,1951388.724,2250046.858,7033395.127,155081369.2,1657210.887,1402754.897,1979592.063,22900932.6,7376909.971,1246088.874,173273039.1,1015483.511,1482975.002,1633238.515,793849.8608,739684.0459,1475255.072,1344926.041,933954.4597,937242.1536,1068537.976,1464116.338,1382098.981,981772.1894,2680764.603,997967.2907,1777280.204
Feature0189,46648754.51,48888580.09,42743172.78,54498061.4,55968928.07,65511726.75,56878187.01,54010331.44,57209498.6,51829033.76,70708961.83,58087246.03,55956051.69,59089022.56,65876824.51,48241660.79,64421768.67,42805164.88,57410851.2,80051352.13,47224937.11,62651941.61,52415242.41,49675665.46,54022613.54,53006972.16,51989184.08,66330317.87,54012010.36,66732972.7,62509299.95,53078406.55,65165345.76,51118284.35,47362359.46,53855708.4
Feature0188,220964789.6,228107515.9,183675149.8,207466168,285196003,305900891.2,272766656.3,273245507.9,222623541,255135202.6,291207318.9,244778392.9,239657320.1,297293090,280362289.6,197237900.4,304569387.7,172199917.9,284358155,345416652.4,200978375.8,279757976.9,240182403.1,232384607.2,310358059.8,320057018.3,222396358.4,269869132.6,221278233.2,266487076.9,226985971.9,244446237.4,305735061.8,232590563.4,203269237.1,285833931
Feature0187,161864054.5,189892632,151228169,160788687,278897512.7,274613374.4,237936357.7,210351475,190684646,228658281.3,287961825.2,207687721.6,212263936.5,203624011.2,232500778.1,182925475,234849941.3,138631553.6,297026939,239532636.7,210631784.2,226639223.5,165821782.2,140199886.8,282912106.4,314169673.4,181473687.4,221760692.7,169457599.3,184653801,184805641.5,196431491,256216436.8,164397519.6,152631116.8,225617257
Feature0186,31346444.75,4895951.158,1824611.392,4722948.774,2705298.798,5410499.196,6239051.497,3389310.513,5449886.73,11639138.4,668857.5888,5614351.537,2888697.6,606871.8335,6505524.75,546572.9652,5577281.065,3806206.678,6652031.976,9027418.076,4271351.497,5973986.356,1235086.68,3125293.975,7480052.195,5721257.276,3669093.208,4823781.832,3557555.142,592265.3118,5501761.053,6261627.889,9299333.957,572248.5369,4044950.876,6039038.171
Feature0185,140929.8361,139572.6543,131663.6091,160038.6014,152266.4318,143192.5213,148418.9386,283031.2007,297732.6578,344364.8615,185059.2417,408986.8438,368687.9378,307799.7791,163874.8346,148223.7555,279758.9459,287577.3033,164120.0759,170505.428,143059.5822,143425.3769,374123.1546,139196.816,247162.8241,181310.8622,142362.437,164473.7865,149440.8207,386926.4843,143102.4178,138102.6696,140379.2102,289279.4912,240682.3757,137766.5495
Feature0184,185878162,162028606.2,173859103.7,194208109.6,196883270.1,211853659.6,205246517.4,183662266.8,184143136.1,196559609.2,240872816.8,184781532.1,200907299.8,200291805.6,221977772.5,169193764.7,197862659.7,149273992.4,169694864.1,230883451.3,144806309.1,190335415.3,156229521.8,137628588.5,172447808,244229890.5,155424297.9,181388136,153237738.7,189429067.7,142956896.5,169307692.3,215339038.6,134608835.8,136428444.7,166449009.6
Feature0183,140177311.3,131556556.8,127737228.8,133331577.2,181635280.7,157703094.5,150384056.5,150170047.8,135438472.9,160793039.1,155079910.5,127854234.3,144832020,151427662.6,211649553.2,122021150.3,185541608.3,95798234.67,141685948.5,125292108.7,125055018.1,94505442.2,102504188.6,130177011.8,163304423.6,206095420.8,162770283.9,137484350.4,136179062.2,127376827.3,91973949.14,122715563.4,154995406.7,119639809.4,148466388.2,135220152.8
Feature0182,73736025.65,70743109.62,59871429.18,81206421.51,122251798.2,74724511.67,103078840.6,63044328.77,114212543.6,89310983.3,114540587.9,131624268.8,105979536.3,93498001.77,101755677.5,97579743.52,66432588.79,57843551.24,65242352.22,84475514.62,48137173.92,58119650.4,67351544.71,67136228.16,58181308.38,85962798.27,103709661.1,122372229.5,130341748.1,70632106.55,122472815.6,92606510.31,83192894.81,72923187.68,47670702.2,50985062.02
Feature0181,34711018.43,33225897.13,29399773.28,39157471.72,65040774.24,41146341.28,31567954.62,30325624.35,90032924.22,32473660.29,56072158.81,41429944.85,58972070.12,39084706.05,46809688.99,38292848.54,38265878.83,30244055.78,43263995.22,39795140.51,24365738.98,27891073.03,29965321.41,36915978.12,27854479.85,41732819.13,39590764.59,131095117.2,86973489.21,33233776.22,42686507.51,44412214.49,32571195.69,27983146.75,24379146.06,28322509.04
Feature0180,22760829.06,28511195.38,31224745.44,35466724.18,27790721.28,37361057.95,36639469.89,30616816.69,59459155.61,65332627.55,65592341.69,60699076.05,55727915.41,55331652.39,60603091.38,60679553.82,50212210.23,53047699.83,61106959.43,56851232.32,17351552.77,18204797.42,19355218.29,17223588.42,29010068.46,27676169.47,24738982.23,30104780.98,6319935.784,13356286.87,6050395.006,6393236.021,6336458.584,9890005.763,17693156.85,26499485.05
Feature0179,477740.2923,495966.6838,444673.187,476008.8834,518595.9723,446559.2204,483066.9857,473582.8201,482994.7458,540464.6244,600691.8005,498702.7458,576898.8335,495849.8456,554922.3128,424649.8702,520980.4363,409919.8608,547853.0231,529107.531,414029.126,446639.5586,442086.0645,405153.7434,449088.8617,639696.4198,458120.2825,595541.8776,465881.0685,480163.4595,416692.6021,427717.7126,488168.0561,419520.9813,395327.0594,441871.2657
Feature0178,13120055.83,14965852.09,17053391.41,16885309.33,13626877.76,13780051.5,12115238.12,11303412.97,40682448.36,41792554.55,40825281.36,48601071.21,44241625.06,41603992.54,42956973.42,43798235.43,42940791.04,38479080.48,44109389.59,32868912.41,16877135.94,19427662.06,18856001.54,20749817.75,33121013.26,30760205.19,26628114.81,31728312.63,9008898.821,11136871.88,9626278.126,10685233.01,5634189.472,11097347.26,25762953.31,23475865.36
Feature0177,27070438.13,33704926.29,19313341.83,34560627.75,36899266.93,43441674.81,40093951.15,31514306.78,108022678.7,138212683,107895580.5,139608929.5,126740853.3,137579324.7,132797237,109437805.8,108015887.7,85989496.84,97230229.91,80564704.34,61038417.92,71222537.95,62991297.39,57005527.82,56784101.66,67689776.11,54760607.71,74819285.82,29173830.53,42806385.4,27324749.98,19237705.95,12240381.35,22600205.31,27277443.36,42713667.21
Feature0176,140926217.1,145260408.1,149089331.5,160905889.6,133606621.4,178612814.5,154999726.9,154555628.4,287977317.2,294102527.8,309146801,335813680.6,251281453,287749614.6,277060710.2,266855339.5,314882954.8,200081313.8,281082689.1,215548537.9,128516815.4,153835443.9,146497238.9,128294664,124774051.2,123366926.6,91156229.47,144189526.4,98342286.38,164248597.8,91554990.11,94029806.87,65085034.59,84602046.02,91330216.78,146553604.8
Feature0175,8308933.881,10334355.54,6427743.323,12541646.67,12785321.51,16923039.21,15741814.38,12513929.68,55055451.72,63194389.69,53982551.19,65334632.48,70703668.02,65566080.41,71142523.03,62105360.96,53056954.7,39793593.14,48693618.63,42414663.78,38334806.28,44359107.92,42016460.31,35673566.39,36979022.11,42165088.83,35929550.06,49351686.93,21587584.81,26892898.21,20512536.35,14397979.52,4755546.79,11337972.45,15637333.36,22532314.84
Feature0174,801419.588,815743.9565,693996.5373,755298.5265,885590.6558,841091.2888,801922.0375,791989.3206,790663.4415,891504.4403,938861.4785,842307.0337,787769.2439,819699.9806,935253.7418,723602.5669,844192.097,684751.8825,879933.315,878752.467,734241.6378,764531.7452,722789.1678,707715.2241,788527.3309,1000457.837,792133.4589,877891.2683,905183.2852,763576.3178,717018.8776,775841.7955,869178.7563,774528.5547,683879.9188,797612.4535
Feature0173,45497084.88,49811633.06,47018616.13,53994297.54,56793091.03,70977391.53,55030341.25,55842684.85,57891104.41,55386214.71,59013727.86,55009511.41,52266064.32,56546871.52,56683607.77,41767133.91,52974693.78,45032196.06,57148361.31,78233967.07,45526440.43,45061614.07,41172650.36,42055467.04,48959234.27,45682222.79,45235010.8,50372430.42,50828817.51,64120812.69,57843565.43,46598209.53,54169099.63,42100747.61,38604631.2,43354510.21
Feature0172,75498406.43,90563791.94,73305132.32,95770128.06,112063769.9,81440758.46,83738168.52,91311562.13,99614363.83,110904694.6,134756277,122120701.1,92264821.11,86576468.12,114438889.1,76804092.17,112359908.4,67043900.93,121182386.5,102707025.4,70785577.58,85533354.32,64702008.1,61687920.85,66697261.51,192029281.7,100117002.6,67502593.2,70292715.02,96399316.05,70219847.12,68227935.29,112809181.6,86847812.77,66215440.86,80433576.14
Feature0171,66076927.1,72827123.01,61848835.84,89246069.23,88185446.3,87652586.34,73038480.49,78107096.93,88761549.5,83534398.17,115322722.9,90337796.89,86718594.89,94976081.43,92343834.04,73639094.7,88929323.47,65074607.98,77102032.9,93678975.92,61533600.02,70059855.67,59207946.16,66212382.14,63971372.6,89613587.27,73857517.5,101850312.5,108748516.7,78751868.69,84925066.15,77001588.52,86979393.2,66393032.41,56143658.67,68037766.76
Feature0170,312724181.8,346628038.1,292599046.9,389341911.4,329923948.5,366644476.7,314224398.2,305395045.6,396323659.1,330043427.4,437317373,395577494.7,388605868.9,419666627,404364733.4,351481250.3,343712871.2,266546307.2,321224680.6,397347216,267043862.8,300238997.4,284587735.1,274718480.3,292128332.9,321316030.3,304760345.6,422211911.5,398540769.7,389933377.1,369016438.4,335372555,336550399.4,301478003.7,252504656.7,300431189.3
Feature0169,54586852.23,61050158.29,36216701.53,40509149.69,88668471.72,72045636.91,67709483.55,64934130.8,73028076.08,76048228.23,80428455.47,55048040.04,69381863.19,48663037.23,52896997.08,56224769.44,73776274.84,32713368.23,77394152.42,47553769.48,39052995.21,64655485.82,54805096.05,40350762.59,85450230.57,74078662.46,53176151.88,51054122.9,59886702.16,38605177.09,44506983.62,69001469.2,91815328.85,51978576.54,62601851.05,79817331.74
Feature0168,5638451.458,5346396.651,4239106,5977097.724,4234945.917,5627650.131,7345667.293,4233206.664,4987074.882,6452107.365,4008383.18,7222005.937,8067858.846,7684502.18,4326890.205,6950007.115,4115967.327,3789548.638,4025544.851,4666548.936,8238939.599,4661396.674,3829947.422,4025300.911,5132692.788,7748501.117,4257515.967,3962249.473,7232114.283,4011317.117,7694607.532,3881319.372,4020043.034,4722767.31,7292191.698,7538937.644
Feature0167,22895446.1,24610321.86,32991251.84,17900382.16,37631622.99,32458922.97,27786644.02,44796650.2,36533481.27,28729784.64,37777375.72,43197458.29,44525632.5,42266149.85,45960077.52,20982211.82,25535973.71,22613087.39,166543949.6,21218607.19,27478048.26,31800283.48,19469260.75,25460770.78,27402355.4,34359632.71,54467069.82,24753986.02,39745717.66,25957513.38,22126869.93,25454982.66,37080822.52,21620766.6,30015897.99,39459630.76
Feature0166,12966791.27,15217400.81,17882261.97,14963272.14,18601332.75,21814219.56,19733663.62,15483324.57,10149863.31,18630254.16,23929949.88,19469503.86,32356290.36,17766019.08,16497164.32,10747136.74,13681321.75,17878119.88,8902838.862,16295451.01,13690738.75,11339988.05,20418441.01,17925553.48,16814171.39,24898223.34,9581399.85,16723869.11,12639192.63,9442587.31,9817657.84,96618300.82,11308139.37,16228036.66,15041426.24,16454140.42
Feature0165,511846964.5,493518751.2,469192573.2,521333136.1,550885146.9,539662036.5,554693570,454034306.7,605079613,575850959.3,855866365.3,597184634.7,627060472.8,661665887.9,512077294.4,491919743,511134171.2,450017351.8,629837895.6,590907627.3,453515307.6,503219380.8,502425598,499332739.3,489133351.7,662902279.7,503406209,694897991,727433570.4,506399258.1,482627911,460689876.3,497844484.6,453368770.8,421781420.1,444774252.4
Feature0164,77741714.05,82103942.07,93289463.43,100300921.2,84576754.22,115086626.6,102787178,87575635.77,95552295.14,83367168.99,108584845.6,89359797.73,75053297.56,86719722.83,127066299.4,78201802.27,103104858.8,70493754,118494069.4,85648563.08,63761069.28,65053715.55,60394539.91,69969787.89,81173545.16,102913936,76200011.99,108164290.9,75074297.99,77836554.53,66773726.5,92403369.13,75377754.97,67739897.36,60009264.29,77062100.57
Feature0163,41381717.18,48719137.65,32256726.77,45109287,61359458.47,57050545.97,54638132.14,41185621.88,39510825.2,60198270.95,69622472.5,54068237.15,50850877.95,59327694.46,59491753.56,42772528.93,51419690.92,26273368.19,43898125.77,48925564.02,34752087.55,54052019.28,40083508.7,33529250.96,52630044.19,67655841.58,41091122.08,55178279.98,37583400.89,41118554.27,37793280.6,38959885.22,54444706.81,32771284.13,35613043.26,55977780.52
Feature0162,22326748.81,20516651.64,10213983.32,9991241.102,25575382.27,61055933.54,40305695.57,26945862.55,87038756.19,100546449.3,116252102.5,96023997.24,96661579.66,115528427.6,97386347.86,112683586.6,114090918.9,77207964.66,96821449.03,71117332.46,558643.4055,704375.398,693257.6921,709206.8392,253887.914,183035.1573,255541.9912,724874.4211,60905.87717,167121.7259,54012.98976,56881.32405,69186.45514,1082976.209,2647556.649,7384458.813
Feature0161,82501848.52,82964947.28,75343859.1,69153941.57,97273045.13,90281471.3,96548074.94,87741685.61,89302845.82,87727069.7,118947745.1,93547947.08,95609011.46,97492337.8,109997513.8,70693966.22,97797704.5,58004348.54,101845781.4,106852814.4,64017596.48,59642017.71,68838560.72,61693589.48,72658271.04,104884232.9,85101144.74,64761180.39,70429996.31,71972596.58,54282439.98,54738932.18,103321231.2,52894706.4,51607273.06,68879003.83
Feature0160,38700224.41,27733054.27,20835111.11,12560952.07,32786041.14,72661305.18,48795051.82,35962320.09,78630649.08,91860870.56,106147784.6,87496696.98,102200464.5,113437405.6,91515881.58,127301999.1,113808064.7,71459017.37,99443180.87,60683009.95,392867.136,1090603.551,1293371.928,929370.0593,231981.3545,473351.7613,233492.7107,1081625.402,55650.65173,152701.7326,49352.5128,51973.35466,315215.1627,1095351.334,2559434.403,6813706.085
Feature0159,37806837.57,46204428.48,45634112.53,55910668.18,48562867.01,35340541.82,51338031.82,47490156.26,34000247.91,45700906.05,51553104.79,30720400.38,34817234.44,41452688.88,47216229.02,36439819.23,45577688.35,34249154.51,50749109.54,46701723.13,22736918.4,18493194.1,26143549.29,18561868.64,17153280.78,11520203.47,10287650.49,14461371.4,1956247.892,3062213.435,7453650.009,11392384.14,24483806.86,20774136.19,17877157.81,17472907.46
Feature0158,4223521.784,1281868.816,3875448.825,4416493.384,2256620.875,7687939.867,8758476.315,4175304.197,3951327.366,4801901.325,4079345.916,8701222.567,3666588.388,2942929.536,3972198.936,4007379.023,3958362.654,3629407.194,4304028.217,2365969.03,2044533.209,3705512.858,3327219.254,3560563.559,4260777.116,9252508.525,3921065.667,3939000.32,4000092.941,4988442.163,3718804.091,3213341.363,5205243.216,5181243.658,4104796.732,4909422.678
Feature0157,134920688.8,162801256.4,122562677.4,146926275.9,174913243.8,194125688.1,170564766.8,165100886.4,153117722.9,181075088.3,218899634.9,172530519.5,182179875.7,186690336.9,180759868.5,141934608,178787030.5,103693915.2,175897816.8,204767793.9,144173470.7,131314789.6,135826703.1,109365147.6,177589399.5,168755777.3,135232978.8,188150007.7,145257968.4,182645849.1,163743084.6,157071088.4,182575898.1,146580538.3,126208694.1,167398627.9
Feature0156,388760643.3,463738966.1,382719794.5,445628802.9,478040091.3,570462667.9,533976434.4,495285886.2,467016779.8,531027843.7,612641809.2,518708582.3,525067586,560862263,522988441.6,451831504.7,488548623,400908454.8,527156432.8,584569287.8,456065467.1,460239964.1,406443083.5,434675256.8,485033124.9,533162644.9,425369447.7,498032800.7,430912991.3,519166174.3,457882279,456996366.5,549095669,455952271.8,398836894.2,511785655.7
Feature0155,37088476.87,33345630.83,22065946.32,29519646.28,41678371.03,25891068.89,33443966.86,34839039.28,45363576.48,56747700.74,70136862.31,58552480.33,53786446.58,71323242.44,66526505.11,53147024.84,58311751.88,72303859.24,80955859.06,72602420.55,44132478.36,49237585.68,51577677.65,39564695.9,50134857.16,36178850.15,41092426.09,42153550.01,25000457.2,65018337.88,34270178.72,44559015.86,68254211.93,51530853.91,50450536.04,60520023.93
Feature0154,34432948.03,38425946.22,31205208.1,32548209.25,71103631.89,31257066.57,46882949.45,47904802.22,38945364.18,43261695.21,48121865.17,53706910.29,40157737.72,32952543.6,57230986.33,31835788.85,56297372.04,23532173.15,71905418.03,38482792.75,30826664.67,44181879.6,43370936.73,40038726.1,63526490.95,77894385.29,46596699.04,60871833.63,56760931.59,38961640.71,43396726.86,43982138.52,39159670.29,30755608.05,31287922.69,50604839
Feature0153,23005502.09,16137475.51,15533175.66,25815774.86,31572435.45,13125423.2,21845911.6,24597655.86,17208419.25,57406224.97,58403554.82,22889432.26,24507377.9,26466027.97,45053459.24,14951970.34,32749050.8,14856919.28,26637798.34,38681222.39,15230237.41,23987312.16,22149971.51,19970368.15,17442152.87,85955175.83,15866097.75,48642288.42,28140250.9,22090534.2,18028127.8,15606688.7,20781504.64,13120709.65,12576405.22,17886542.5
Feature0152,35537637.19,26581330.55,26317132.15,44019021.1,52162257.11,22105381.67,35320563.89,41753785.21,30993123.68,94660202.55,100002567.2,41228598.81,33752719.54,46388632.34,85983520.32,28985286.33,55871456.57,25756345.9,50351012.71,62611192.5,22233025.46,37009122.94,38793960.87,36662019.83,33017618.46,141943701.3,28269778.79,97150783.31,46314782.67,38837531.27,26522404.5,28421234.11,36574394.01,21842375.1,20869906.5,31574560.74
Feature0151,98544202.79,125661395.2,105559974.5,119532533.7,122139474.4,150370449.9,129131382.2,133037947,119730241.8,141652301.5,152997559,135200597.3,129392998.2,161037869.1,135673373.8,115100105.4,136209627,104497044.2,138618787.5,159713927.9,121866387.8,124952011.3,103134303,106151020.3,139343561.8,142528792.4,102789711.6,131665343.1,111628591.7,142306270,127275714,118800362.7,146791264,123640354.7,103955585,141060371.1
Feature0150,111828280.5,116135035.3,94303361.08,135529300.6,120911341.9,122728031.9,122481893.7,109265391.2,136293821.7,106816841.5,140990471.1,162425406,141395385,137250425.9,122319411.4,117376614.3,118910572.7,111923817.1,106036732.7,131045839.6,89207994.26,99660838.84,91169401.48,105325222.9,94937071.37,112214553.7,109125162.3,146806835.1,152575301.2,117625691.8,132410566,108647296.7,126173883.6,105654379.4,87241998.1,106572650.6
Feature0149,61761598.46,63176706.58,58645881.9,86674846.61,78346530.05,65197036.31,74037701,74966082.08,88373428.52,84279728.52,112043933.3,86715761.66,85400607.78,87482038.79,94895424.01,52257361.4,78793381.65,36662415.01,100699710.7,105560419.2,79722147.13,95081872,73057490.7,72197834.08,69507579.31,82564241.34,89463332.63,124439945.1,99861603.9,80804538.7,75794967.61,70226406.14,74544197.34,51521562.48,64938179.92,73690566.97
Feature0148,58149804.81,66157017.7,61495835.86,74772470.27,65476717.51,76906158.12,73067954.65,66024661.02,61624688.99,70506442.81,78167128.37,57296366.93,69841644.32,71824553.75,71565890.61,71292365.39,71237127.59,58511539.8,68212182.06,75580070.68,46298680.46,49639123.04,49333540.51,46489488.05,41560717.17,38588959.28,28141523.5,36418965.39,11264154.79,16870791.5,24540444.19,38605044.12,50290497.13,46115131.94,39463338.38,43948094.84
